white,black,event,date,cpLoss,cpLoss1150,cpLoss1120,cpLoss2130,cpLoss3140,cpLoss50end,shareTopMoves,shareTopMoves1150,shareTopMoves1120,shareTopMoves2130,shareTopMoves3140,shareTopMoves50end,shareVGMoves,shareVGMoves1150,shareVGMoves1120,shareVGMoves2130,shareVGMoves3140,shareVGMoves50end,stdDevCPLoss,stDevCPLoss1150
Nihal Sarin,"Niemann, Hans Moke",Stepan Avagyan Mem 2022,2022.06.24,0.2938636363636364,0.32325,0.22999999999999998,0.296,0.284,0.0,0.36363636363636365,0.3,0.3,0.2,0.6,1.0,0.4772727272727273,0.425,0.5,0.2,0.6,1.0,0.479860521930487,0.49410570601638343
"Niemann, Hans Moke","Petrosyan, M",Stepan Avagyan Mem 2022,2022.06.25,0.03482758620689655,0.0505,0.13000000000000003,0.072,-0.0,0.0,0.8448275862068966,0.775,0.7,1.0,1.0,1.0,0.896551724137931,0.85,0.8,1.0,1.0,1.0,0.09921165359022337,0.11650795064759556
"Donchenko, Alexander","Niemann, Hans Moke",Stepan Avagyan Mem 2022,2022.06.26,0.25666666666666665,0.25666666666666665,0.13399999999999998,0.4049999999999999,0.0,,0.5238095238095238,0.5238095238095238,0.5,1.0,,,0.5238095238095238,0.5238095238095238,0.5,1.0,,,0.7725757783760332,0.7725757783760332
"Niemann, Hans Moke","Martirosyan, Haik M.",Stepan Avagyan Mem 2022,2022.06.27,0.04460000000000001,0.05575000000000001,0.10499999999999998,0.11100000000000002,0.06900000000000002,-0.0,0.58,0.475,0.4,0.3,1.0,1.0,0.7,0.625,0.5,0.4,1.0,1.0,0.1799570243481618,0.2001267226739226
"Nguyen, Thai Dai Van","Niemann, Hans Moke",Stepan Avagyan Mem 2022,2022.06.28,0.4422727272727273,0.4422727272727273,0.32300000000000006,0.65,0.0,,0.45454545454545453,0.45454545454545453,0.7,1.0,,,0.5,0.5,0.7,1.0,,,1.0596267618642303,1.0596267618642303
"Niemann, Hans Moke","Sanal, V",TCh-TUR Super League 2022,2022.08.24,0.2308888888888889,0.25975000000000004,0.19,0.29400000000000004,0.5549999999999999,-0.0,0.5555555555555556,0.5,0.4,0.2,1.0,1.0,0.6,0.55,0.4,0.4,1.0,1.0,0.49426631679610933,0.5176202325336647
"Kobalia, Mikhail","Niemann, Hans Moke",TCh-TUR Super League 2022,2022.08.24,0.22217391304347828,0.22217391304347828,0.12200000000000003,0.335,0.18000000000000002,,0.30434782608695654,0.30434782608695654,0.3,0.3333333333333333,,,0.34782608695652173,0.34782608695652173,0.3,0.3333333333333333,,,0.36027712214777524,0.36027712214777524
"Niemann, Hans Moke","Maghsoodloo, Parham",TCh-TUR Super League 2022,2022.08.25,0.05681818181818183,0.11300000000000002,0.099,-0.05999999999999993,-0.0,0.01,0.8522727272727273,0.8,0.8,1.0,0.9,0.8958333333333334,0.9090909090909091,0.875,0.9,1.0,0.9,0.9375,0.4632532274783092,0.6855362864210761
"Kuzubov, Yuriy","Niemann, Hans Moke",TCh-TUR Super League 2022,2022.08.26,0.07255813953488373,0.07800000000000001,0.12300000000000004,0.03799999999999999,0.14400000000000002,0.0,0.627906976744186,0.6,0.5,0.4,1.0,1.0,0.7674418604651163,0.75,0.9,0.6,1.0,1.0,0.1510296883973765,0.1553358644010802
"Niemann, Hans Moke","Idani, Pouya",TCh-TUR Super League 2022,2022.08.27,0.20805555555555555,0.20805555555555555,0.162,0.514,0.07300000000000002,,0.4166666666666667,0.4166666666666667,0.0,0.7,1.0,,0.5277777777777778,0.5277777777777778,0.1,0.7,1.0,,0.3429687153116734,0.3429687153116734
